"county","fips","st","pct_report","total_votes","lead","state_name","Donald_Trump","Hillary_Clinton"
"Hancock","39063","OH","1.0","35216","Donald Trump","Ohio","23777","9419"
"St. Lawrence","36089","NY","1.0","35154","Donald Trump","New York","18450","14659"
"Maury","47119","TN","1.0","35068","Donald Trump","Tennessee","23781","10026"
"Northumberland","42097","PA","1.0","34971","Donald Trump","Pennsylvania","24418","9184"
"Marshall","1095","AL","1.0","34965","Donald Trump","Alabama","29217","4913"
"Aroostook","23003","ME","1.0","34963","Donald Trump","Maine","19419","13377"
"Belknap","33001","NH","1.0","34497","Donald Trump","New Hampshire","19315","13517"
"Bowie","48037","TX","1.0","34470","Donald Trump","Texas","24913","8831"
"Polk","48373","TX","1.0","34444","Donald Trump","Texas","26587","7123"
"Madera","6039","CA","1.0","34263","Donald Trump","California","19221","13283"
"Jefferson","36045","NY","1.0","34263","Donald Trump","New York","19947","12289"
"Floyd","13115","GA","1.0","34250","Donald Trump","Georgia","24045","9127"
"York","51199","VA","1.0","34062","Donald Trump","Virginia","18823","12989"
"Shiawassee","26155","MI","1.0","34044","Donald Trump","Michigan","19232","12547"
"Glynn","13127","GA","1.0","34041","Donald Trump","Georgia","21482","11738"
"Dougherty","13095","GA","1.0","33925","Hillary Clinton","Georgia","10227","23224"
"Cascade","30013","MT","1.0","33923","Donald Trump","Montana","19343","12053"
"Lewis and Clark","30049","MT","1.0","33800","Donald Trump","Montana","16665","14331"
"Humboldt","6023","CA","1.0","33636","Hillary Clinton","California","10883","19596"
"Walton","12131","FL","1.0","33559","Donald Trump","Florida","25695","6861"
"Oconee","45073","SC","1.0","33530","Donald Trump","South Carolina","24096","7979"
"Bannock","16005","ID","1.0","33405","Donald Trump","Idaho","17180","10342"
"Nevada","6057","CA","1.0","33258","Hillary Clinton","California","14686","16199"
"Blue Earth","27013","MN","1.0","33256","Donald Trump","Minnesota","15667","14428"
"Talladega","1121","AL","1.0","33218","Donald Trump","Alabama","20596","12108"
"Van Buren","26159","MI","1.0","33213","Donald Trump","Michigan","17890","13258"
"Chemung","36015","NY","1.0","33195","Donald Trump","New York","19025","12394"
"Clallam","53009","WA","0.8332999999999999","32985","Donald Trump","Washington","15685","15154"
"Marquette","26103","MI","1.0","32897","Hillary Clinton","Michigan","14646","16042"
"Oldham","21185","KY","1.0","32853","Donald Trump","Kentucky","20469","10268"
"Cabell","54011","WV","1.0","32701","Donald Trump","West Virginia","19648","11306"
"Clearfield","42033","PA","1.0","32692","Donald Trump","Pennsylvania","23909","7700"
"Putnam","12107","FL","1.0","32652","Donald Trump","Florida","21873","9920"
"Comanche","40031","OK","1.0","32504","Donald Trump","Oklahoma","19153","11439"
"Natrona","56025","WY","1.0","32493","Donald Trump","Wyoming","23523","6573"
"Iberia Parish","22045","LA","1.0","32454","Donald Trump","Louisiana","20903","10698"
"Bartholomew","18005","IN","1.0","32389","Donald Trump","Indiana","20637","9841"
"Otter Tail","27111","MN","1.0","32284","Donald Trump","Minnesota","20939","9339"
"Kings","6031","CA","1.0","32250","Donald Trump","California","17446","12902"
"Rice","27131","MN","1.0","32217","Donald Trump","Minnesota","15429","14437"
"Boone","18011","IN","1.0","32061","Donald Trump","Indiana","19654","10181"
"Hancock","23009","ME","1.0","31983","Hillary Clinton","Maine","13682","16107"
"Lee","28081","MS","1.0","31974","Donald Trump","Mississippi","21695","9635"
"Kosciusko","18085","IN","1.0","31907","Donald Trump","Indiana","23909","6311"
"Twin Falls","16083","ID","1.0","31893","Donald Trump","Idaho","21063","6844"
"Adams","17001","IL","1.0","31770","Donald Trump","Illinois","22732","7633"
"Orange","48361","TX","1.0","31761","Donald Trump","Texas","25385","5716"
"Pittsylvania","51143","VA","1.0","31687","Donald Trump","Virginia","21742","9195"
"Surry","37171","NC","1.0","31663","Donald Trump","North Carolina","23495","7438"
"Georgetown","45043","SC","1.0","31519","Donald Trump","South Carolina","17334","13234"
"Chippewa","55017","WI","1.0","31471","Donald Trump","Wisconsin","17912","11875"
"Williamson","17199","IL","1.0","31422","Donald Trump","Illinois","21503","8539"
"Livingston","36051","NY","1.0","31363","Donald Trump","New York","19211","10478"
"Jefferson","39081","OH","1.0","31346","Donald Trump","Ohio","20668","9483"
"McCracken","21145","KY","1.0","31294","Donald Trump","Kentucky","20774","9134"
"Wagoner","40145","OK","1.0","31246","Donald Trump","Oklahoma","22967","6711"
"Sauk","55111","WI","1.0","31238","Donald Trump","Wisconsin","14791","14692"
"Hunt","48231","TX","1.0","31185","Donald Trump","Texas","23866","6301"
"Morgan","18109","IN","1.0","31180","Donald Trump","Indiana","23671","6037"
"Oxford","23017","ME","1.0","31094","Donald Trump","Maine","16214","12172"
"Victoria","48469","TX","1.0","31032","Donald Trump","Texas","21253","8843"
"Wilkes","37193","NC","1.0","30844","Donald Trump","North Carolina","23613","6596"
"La Plata","8067","CO","1.0","30722","Hillary Clinton","Colorado","12471","15300"
"Belmont","39013","OH","1.0","30537","Donald Trump","Ohio","20729","8652"
"Armstrong","42005","PA","1.0","30446","Donald Trump","Pennsylvania","22676","6849"
"Sutter","6101","CA","1.0","30429","Donald Trump","California","16780","11831"
"Whitfield","13313","GA","1.0","30362","Donald Trump","Georgia","21514","7925"
"Barry","26015","MI","1.0","30265","Donald Trump","Michigan","19197","9109"
"Coos","41011","OR","1.0","30181","Donald Trump","Oregon","17699","10355"
"Haywood","37087","NC","1.0","30156","Donald Trump","North Carolina","18844","10414"
"Cayuga","36011","NY","1.0","30124","Donald Trump","New York","16194","12202"
"Chisago","27025","MN","1.0","30009","Donald Trump","Minnesota","18441","9279"
"Franklin","37069","NC","1.0","29902","Donald Trump","North Carolina","16320","12811"
"Angelina","48005","TX","1.0","29870","Donald Trump","Texas","21666","7538"
"Henderson","48213","TX","1.0","29855","Donald Trump","Texas","23574","5649"
"Vermilion","17183","IL","1.0","29799","Donald Trump","Illinois","18582","9876"
"Rutherford","37161","NC","1.0","29764","Donald Trump","North Carolina","21694","7451"
"Anderson","47001","TN","1.0","29723","Donald Trump","Tennessee","19201","9010"
"Grand Forks","38035","ND","1.0","29711","Donald Trump","North Dakota","16325","10828"
"Leavenworth","20103","KS","1.0","29676","Donald Trump","Kansas","17387","10064"
"Darlington","45031","SC","1.0","29636","Donald Trump","South Carolina","14973","13866"
"Scioto","39145","OH","1.0","29618","Donald Trump","Ohio","19742","8841"
"Warrick","18173","IN","1.0","29609","Donald Trump","Indiana","19133","9086"
"Stanly","37167","NC","1.0","29451","Donald Trump","North Carolina","21788","7008"
"Raleigh","54081","WV","1.0","29311","Donald Trump","West Virginia","21835","6362"
"Columbia","55021","WI","1.0","29287","Donald Trump","Wisconsin","14160","13525"
"Walker","1127","AL","1.0","29243","Donald Trump","Alabama","24208","4486"
"Klamath","41035","OR","1.0","29240","Donald Trump","Oregon","20170","7080"
"Salem","34033","NJ","1.0","29220","Donald Trump","New Jersey","16256","11766"
"Clay","27027","MN","1.0","29108","Donald Trump","Minnesota","13549","12974"
"Carroll","33003","NH","1.0","29083","Donald Trump","New Hampshire","14635","12987"
"Washington","39167","OH","1.0","28992","Donald Trump","Ohio","19901","7841"
"Lauderdale","28075","MS","1.0","28967","Donald Trump","Mississippi","17574","10910"
"Cattaraugus","36009","NY","1.0","28961","Donald Trump","New York","18668","8717"
"Ross","39141","OH","1.0","28955","Donald Trump","Ohio","17833","9905"
"Kershaw","45055","SC","1.0","28875","Donald Trump","South Carolina","17464","10293"
"Barrow","13013","GA","1.0","28828","Donald Trump","Georgia","21105","6580"
"Creek","40037","OK","1.0","28786","Donald Trump","Oklahoma","21539","5834"
"Watauga","37189","NC","1.0","28769","Hillary Clinton","North Carolina","13521","13953"
"Carbon","42025","PA","1.0","28721","Donald Trump","Pennsylvania","18714","8917"
"Columbia","12023","FL","1.0","28696","Donald Trump","Florida","20359","7599"
"Washington","50023","VT","1.0","28654","Hillary Clinton","Vermont","7993","18594"
"Greenwood","45047","SC","1.0","28600","Donald Trump","South Carolina","16881","10633"
"Clinton","36019","NY","1.0","28378","Hillary Clinton","New York","13181","13446"
"Potter","48375","TX","1.0","28330","Donald Trump","Texas","19499","7620"
"Grant","53025","WA","0.9473999999999999","28260","Donald Trump","Washington","18482","7768"
"Jones","28067","MS","1.0","28250","Donald Trump","Mississippi","20076","7748"
"Bastrop","48021","TX","1.0","28250","Donald Trump","Texas","16314","10555"
"Pulaski","21199","KY","1.0","28034","Donald Trump","Kentucky","22900","4208"
"White","5145","AR","1.0","27945","Donald Trump","Arkansas","21038","5157"
"Athens","39009","OH","1.0","27941","Hillary Clinton","Ohio","10816","15552"
"Douglas","32005","NV","1.0","27871","Donald Trump","Nevada","17406","8453"
"Harrison","54033","WV","1.0","27868","Donald Trump","West Virginia","18687","7675"
"Windsor","50027","VT","1.0","27832","Hillary Clinton","Vermont","8604","17544"
"Allegany","24001","MD","1.0","27804","Donald Trump","Maryland","20025","6665"
"Knox","39083","OH","1.0","27768","Donald Trump","Ohio","18563","7959"
"Mason","53045","WA","0.9444","27767","Donald Trump","Washington","13539","11872"
"Payne","40119","OK","1.0","27749","Donald Trump","Oklahoma","16644","8785"
"Rutland","50021","VT","1.0","27660","Hillary Clinton","Vermont","12471","13629"
"Warren","36113","NY","1.0","27568","Donald Trump","New York","14284","11366"
"Valencia","35061","NM","1.0","27509","Donald Trump","New Mexico","13175","10810"
"Sandusky","39143","OH","1.0","27491","Donald Trump","Ohio","16045","9733"
"Chelan","53007","WA","0.8095","27415","Donald Trump","Washington","15070","10770"
"Madison","36053","NY","1.0","27392","Donald Trump","New York","14901","10548"
"Acadia Parish","22001","LA","1.0","27386","Donald Trump","Louisiana","21159","5638"
"Forrest","28035","MS","1.0","27284","Donald Trump","Mississippi","15149","11271"
"Columbia","36021","NY","1.0","27255","Hillary Clinton","New York","12756","13123"
"Campbell","51031","VA","1.0","27218","Donald Trump","Virginia","19442","6597"
"Columbia","42037","PA","1.0","27127","Donald Trump","Pennsylvania","17387","8502"
"Pender","37141","NC","1.0","27072","Donald Trump","North Carolina","17317","9086"
"Jackson","13157","GA","1.0","27057","Donald Trump","Georgia","21754","4469"
"Butler","20015","KS","1.0","27051","Donald Trump","Kansas","18781","6489"
"Robertson","47147","TN","1.0","27042","Donald Trump","Tennessee","19393","6634"
"Lonoke","5085","AR","1.0","27007","Donald Trump","Arkansas","19902","5638"
"Putnam","47141","TN","1.0","26958","Donald Trump","Tennessee","18981","6847"
"Granville","37077","NC","1.0","26920","Donald Trump","North Carolina","13500","12827"
"Warren","19181","IA","1.0","26916","Donald Trump","Iowa","14773","10371"
"Ward","38101","ND","1.0","26861","Donald Trump","North Dakota","18601","5792"
"Franklin","51067","VA","1.0","26805","Donald Trump","Virginia","18560","7254"
"Grays Harbor","53027","WA","0.95","26736","Donald Trump","Washington","13269","11378"
"Montcalm","26117","MI","1.0","26556","Donald Trump","Michigan","16907","7874"
"Union","39159","OH","1.0","26533","Donald Trump","Ohio","17601","7530"
"Catoosa","13047","GA","1.0","26510","Donald Trump","Georgia","20860","4769"
"Sullivan","36105","NY","1.0","26509","Donald Trump","New York","14626","10983"
"Newton","29145","MO","1.0","26506","Donald Trump","Missouri","20546","4988"
"Laurens","45059","SC","1.0","26474","Donald Trump","South Carolina","16770","8845"
"Calumet","55015","WI","1.0","26429","Donald Trump","Wisconsin","15345","9634"
"Ionia","26067","MI","1.0","26364","Donald Trump","Michigan","16374","8206"
"Harrison","48203","TX","1.0","26364","Donald Trump","Texas","18712","7130"
"Kauai","15007","HI","1.0","26335","Hillary Clinton","Hawaii","7574","16456"
"Garfield","8045","CO","1.0","26328","Donald Trump","Colorado","13071","11205"
"Cumberland","47035","TN","1.0","26298","Donald Trump","Tennessee","20410","5202"
"St. Charles Parish","22089","LA","1.0","26190","Donald Trump","Louisiana","16620","8558"
"Tuscola","26157","MI","1.0","26157","Donald Trump","Michigan","17421","7493"
"Hood","48221","TX","1.0","26120","Donald Trump","Texas","21367","4001"
"Umatilla","41059","OR","1.0","26116","Donald Trump","Oregon","16775","7466"
"DeKalb","1049","AL","1.0","26086","Donald Trump","Alabama","21779","3682"
"Pike","42103","PA","1.0","26066","Donald Trump","Pennsylvania","16035","9247"
"Somerset","23025","ME","1.0","25968","Donald Trump","Maine","14998","9092"
"Lawrence","39087","OH","1.0","25949","Donald Trump","Ohio","18240","6849"
"Spalding","13255","GA","1.0","25940","Donald Trump","Georgia","15636","9347"
"Winona","27169","MN","1.0","25852","Donald Trump","Minnesota","12122","11366"
"Jefferson","5069","AR","1.0","25821","Hillary Clinton","Arkansas","9231","15721"
"Troup","13285","GA","1.0","25793","Donald Trump","Georgia","15643","9597"
"St. Martin Parish","22099","LA","1.0","25749","Donald Trump","Louisiana","16872","8266"
"Washington","51191","VA","1.0","25715","Donald Trump","Virginia","19309","5548"
"Marion","39101","OH","1.0","25648","Donald Trump","Ohio","16563","7748"
"Sampson","37163","NC","1.0","25638","Donald Trump","North Carolina","14761","10486"
"Wayne","18177","IN","1.0","25575","Donald Trump","Indiana","16028","8322"
"Worcester","24047","MD","1.0","25571","Donald Trump","Maryland","15910","8783"
"Goodhue","27049","MN","1.0","25538","Donald Trump","Minnesota","14041","9446"
"Lenoir","37107","NC","1.0","25500","Donald Trump","North Carolina","13354","11752"
"Waupaca","55135","WI","1.0","25491","Donald Trump","Wisconsin","16013","8303"
"Pottawatomie","40125","OK","1.0","25417","Donald Trump","Oklahoma","17826","6005"
"Bradford","42015","PA","1.0","25399","Donald Trump","Pennsylvania","17957","6263"
"Blount","1009","AL","1.0","25384","Donald Trump","Alabama","22808","2150"
"Isabella","26073","MI","1.0","25344","Donald Trump","Michigan","12338","11404"
"Vermilion Parish","22113","LA","1.0","25253","Donald Trump","Louisiana","19807","4745"
"Grant","18053","IN","1.0","25239","Donald Trump","Indiana","17009","7029"
"Lincoln","46083","SD","1.0","25231","Donald Trump","South Dakota","15499","8076"
"Whiteside","17195","IL","1.0","25210","Donald Trump","Illinois","12597","11005"
"Lowndes","28087","MS","1.0","25139","Donald Trump","Mississippi","13124","11545"
"Columbia","41009","OR","1.0","25077","Donald Trump","Oregon","12967","9959"
"Carson City","32510","NV","1.0","25016","Donald Trump","Nevada","13125","9610"
"Darke","39037","OH","1.0","25000","Donald Trump","Ohio","19698","4395"
"Lewis","53041","WA","0.7391","24995","Donald Trump","Washington","16273","7236"
"Halifax","37083","NC","1.0","24881","Hillary Clinton","North Carolina","8954","15642"
"Lincoln","29113","MO","1.0","24857","Donald Trump","Missouri","18111","5561"
"Laurel","21125","KY","1.0","24824","Donald Trump","Kentucky","20592","3440"
"Bristol","44001","RI","1.0","24725","Hillary Clinton","Rhode Island","8910","14532"
"St. Francois","29187","MO","1.0","24714","Donald Trump","Missouri","17467","6250"
"Lee","37105","NC","1.0","24676","Donald Trump","North Carolina","13625","10380"
"Autauga","1001","AL","1.0","24661","Donald Trump","Alabama","18110","5908"
"Wise","48497","TX","1.0","24661","Donald Trump","Texas","20655","3412"
"Edgecombe","37065","NC","1.0","24653","Hillary Clinton","North Carolina","8219","16152"
"Pike","21195","KY","1.0","24650","Donald Trump","Kentucky","19740","4277"
"Queen Anne's","24035","MD","1.0","24633","Donald Trump","Maryland","16211","7316"
"Colbert","1033","AL","1.0","24626","Donald Trump","Alabama","16718","7296"
"Jackson","17077","IL","1.0","24509","Hillary Clinton","Illinois","10889","11619"
"Genesee","36037","NY","1.0","24463","Donald Trump","New York","15986","6946"
"Putnam","54079","WV","1.0","24443","Donald Trump","West Virginia","17455","5784"
"Huron","39077","OH","1.0","24332","Donald Trump","Ohio","15930","7080"
"Herkimer","36043","NY","1.0","24261","Donald Trump","New York","15664","7289"
"Henry","17073","IL","1.0","24232","Donald Trump","Illinois","13962","8835"
"Muskogee","40101","OK","1.0","24193","Donald Trump","Oklahoma","15029","7969"
"Lamar","28073","MS","1.0","24179","Donald Trump","Mississippi","18493","5044"
"Scott","21209","KY","1.0","24178","Donald Trump","Kentucky","15052","7713"
"Liberty","48291","TX","1.0","24155","Donald Trump","Texas","18856","4851"
"Bulloch","13031","GA","1.0","24151","Donald Trump","Georgia","14476","8812"
"Ashland","39005","OH","1.0","24074","Donald Trump","Ohio","17169","5659"
"Grant","55043","WI","1.0","24051","Donald Trump","Wisconsin","12347","10047"
"Lincoln","41041","OR","1.0","24035","Hillary Clinton","Oregon","9901","12300"
"Henry","51089","VA","1.0","24029","Donald Trump","Virginia","15207","8199"
"Jefferson","54037","WV","1.0","24007","Donald Trump","West Virginia","13144","9458"
"Walker","13295","GA","1.0","23939","Donald Trump","Georgia","18938","4213"
"Dearborn","18029","IN","1.0","23910","Donald Trump","Indiana","18110","4883"
"Franklin","21073","KY","1.0","23860","Donald Trump","Kentucky","11819","10717"
"Pickaway","39129","OH","1.0","23814","Donald Trump","Ohio","16482","6325"
"Ogle","17141","IL","1.0","23798","Donald Trump","Illinois","14344","8025"
"St. Joseph","26149","MI","1.0","23765","Donald Trump","Michigan","14886","7529"
"Lyon","32019","NV","1.0","23762","Donald Trump","Nevada","16005","6146"
"Itasca","27061","MN","1.0","23650","Donald Trump","Minnesota","12920","9015"
"Beaufort","37013","NC","1.0","23599","Donald Trump","North Carolina","14478","8699"
"Bedford","42009","PA","1.0","23504","Donald Trump","Pennsylvania","19455","3613"
"Greene","47059","TN","1.0","23491","Donald Trump","Tennessee","18538","4211"
"Seneca","39147","OH","1.0","23481","Donald Trump","Ohio","14559","7237"
"Tuolumne","6109","CA","1.0","23472","Donald Trump","California","13486","8580"
"Columbus","37047","NC","1.0","23472","Donald Trump","North Carolina","14177","8991"
"Reno","20155","KS","1.0","23448","Donald Trump","Kansas","15100","6670"
"Taney","29213","MO","1.0","23399","Donald Trump","Missouri","18240","4367"
"Effingham","13103","GA","1.0","23395","Donald Trump","Georgia","17865","4851"
"Tipton","47167","TN","1.0","23372","Donald Trump","Tennessee","16893","5779"
"Jessamine","21113","KY","1.0","23306","Donald Trump","Kentucky","15474","6144"
"Loudon","47105","TN","1.0","23304","Donald Trump","Tennessee","17588","4916"
"Cass","26027","MI","1.0","23272","Donald Trump","Michigan","14241","7270"
"Shelby","39149","OH","1.0","23110","Donald Trump","Ohio","18148","4143"
"Kerr","48265","TX","1.0","23090","Donald Trump","Texas","17658","4665"
"Otsego","36077","NY","1.0","23024","Donald Trump","New York","12284","9285"
"Knox","23013","ME","1.0","23021","Hillary Clinton","Maine","9148","12440"
"Mercer","54055","WV","1.0","22919","Donald Trump","West Virginia","17362","4689"
"Marion","54049","WV","1.0","22910","Donald Trump","West Virginia","14592","6926"
"Grundy","17063","IL","1.0","22891","Donald Trump","Illinois","13417","8021"
"Tehama","6103","CA","1.0","22875","Donald Trump","California","14981","6571"
"St. Mary Parish","22101","LA","1.0","22871","Donald Trump","Louisiana","14353","8050"
"Auglaize","39011","OH","1.0","22860","Donald Trump","Ohio","18130","3825"
"Hardin","48199","TX","1.0","22768","Donald Trump","Texas","19600","2779"
"Clinton","19045","IA","1.0","22748","Donald Trump","Iowa","11249","10079"
"Polk","55095","WI","1.0","22691","Donald Trump","Wisconsin","13864","7568"
"Cerro Gordo","19033","IA","1.0","22633","Donald Trump","Iowa","11583","9840"
"Waldo","23027","ME","1.0","22630","Hillary Clinton","Maine","10378","10442"
"Eagle","8037","CO","1.0","22611","Hillary Clinton","Colorado","8153","12652"
"Newaygo","26123","MI","1.0","22605","Donald Trump","Michigan","15174","6212"
"Boone","17007","IL","1.0","22604","Donald Trump","Illinois","12261","8952"
"Barron","55005","WI","1.0","22514","Donald Trump","Wisconsin","13595","7881"
"Nacogdoches","48347","TX","1.0","22430","Donald Trump","Texas","14751","6822"
"Crawford","5033","AR","1.0","22403","Donald Trump","Arkansas","16655","4476"
"Washington","36115","NY","1.0","22401","Donald Trump","New York","12770","8238"
"Wayne","42127","PA","1.0","22365","Donald Trump","Pennsylvania","15269","6398"
"Calaveras","6009","CA","1.0","22334","Donald Trump","California","13072","7738"
"Grady","40051","OK","1.0","22257","Donald Trump","Oklahoma","17293","3878"
"Charlottesville city","51540","VA","1.0","22211","Hillary Clinton","Virginia","2951","17865"
"Washington","40147","OK","1.0","22208","Donald Trump","Oklahoma","15810","5047"
"Douglas","55031","WI","1.0","22185","Hillary Clinton","Wisconsin","9657","11342"
"Camden","29029","MO","1.0","22182","Donald Trump","Missouri","16721","4706"
"Stokes","37169","NC","1.0","22182","Donald Trump","North Carolina","16976","4645"
"Sullivan","33019","NH","1.0","22129","Donald Trump","New Hampshire","10796","10210"
"Ravalli","30081","MT","1.0","22122","Donald Trump","Montana","14673","6166"
"Venango","42121","PA","1.0","22096","Donald Trump","Pennsylvania","15254","5889"
"Culpeper","51047","VA","1.0","22087","Donald Trump","Virginia","13341","7744"
"Christian","21047","KY","1.0","22083","Donald Trump","Kentucky","14108","7188"
"Gadsden","12039","FL","1.0","22079","Hillary Clinton","Florida","6721","14994"
"Dunn","55033","WI","1.0","22029","Donald Trump","Wisconsin","11487","9025"
"Knox","17095","IL","1.0","21964","Donald Trump","Illinois","10658","9939"
"Macoupin","17117","IL","1.0","21881","Donald Trump","Illinois","14194","6532"
"Fremont","8043","CO","1.0","21880","Donald Trump","Colorado","15066","5275"
"Pope","5115","AR","1.0","21770","Donald Trump","Arkansas","15694","4818"
"Cherokee","45021","SC","1.0","21754","Donald Trump","South Carolina","15165","6089"
"Ottawa","39123","OH","1.0","21742","Donald Trump","Ohio","12389","8136"
"Garfield","40047","OK","1.0","21692","Donald Trump","Oklahoma","15998","4391"
"Van Zandt","48467","TX","1.0","21689","Donald Trump","Texas","18436","2792"
"Kandiyohi","27067","MN","1.0","21648","Donald Trump","Minnesota","12785","7266"
"Douglas","27041","MN","1.0","21623","Donald Trump","Minnesota","13966","6227"
"Sagadahoc","23023","ME","1.0","21596","Hillary Clinton","Maine","9304","10679"
"Coles","17029","IL","1.0","21580","Donald Trump","Illinois","12985","7285"
"Roane","47145","TN","1.0","21580","Donald Trump","Tennessee","15863","4833"
"San Patricio","48409","TX","1.0","21513","Donald Trump","Texas","13004","7825"
"Lincoln","23015","ME","1.0","21432","Hillary Clinton","Maine","9727","10241"
"Gila","4007","AZ","1.0","21398","Donald Trump","Arizona","13672","6746"
"Davie","37059","NC","1.0","21350","Donald Trump","North Carolina","15502","5228"
"Hall","31079","NE","1.0","21331","Donald Trump","Nebraska","14139","6142"
"Beltrami","27007","MN","1.0","21316","Donald Trump","Minnesota","10783","8688"
"Mercer","39107","OH","1.0","21315","Donald Trump","Ohio","17200","3335"
"Saline","20169","KS","1.0","21206","Donald Trump","Kansas","13367","6084"
"Perry","42099","PA","1.0","21153","Donald Trump","Pennsylvania","15613","4630"
"Windham","50025","VT","1.0","21151","Hillary Clinton","Vermont","5462","14340"
"Pierce","55093","WI","1.0","21089","Donald Trump","Wisconsin","11260","8380"
"Johnson","29101","MO","1.0","21087","Donald Trump","Missouri","13702","5924"
"Montrose","8085","CO","1.0","21070","Donald Trump","Colorado","14303","5438"
"Yuba","6115","CA","1.0","21058","Donald Trump","California","12313","7234"
"Logan","39091","OH","1.0","21007","Donald Trump","Ohio","15586","4537"
"Jackson","12063","FL","1.0","20997","Donald Trump","Florida","14231","6383"
"Carter","47019","TN","1.0","20993","Donald Trump","Tennessee","16897","3453"
"McKinley","35031","NM","1.0","20959","Hillary Clinton","New Mexico","4893","13162"
"Isanti","27059","MN","1.0","20875","Donald Trump","Minnesota","13635","5656"
"Oneida","55085","WI","1.0","20837","Donald Trump","Wisconsin","11677","8103"
"Jackson","1071","AL","1.0","20785","Donald Trump","Alabama","16643","3663"
"Nelson","21179","KY","1.0","20772","Donald Trump","Kentucky","13430","6434"
"St. John the Baptist Parish","22095","LA","1.0","20740","Hillary Clinton","Louisiana","7569","12658"
"Hawkins","47073","TN","1.0","20694","Donald Trump","Tennessee","16611","3502"
"Fulton","39051","OH","1.0","20693","Donald Trump","Ohio","13419","5981"
"Duplin","37061","NC","1.0","20601","Donald Trump","North Carolina","12151","8196"
"Franklin","53021","WA","0.8667","20584","Donald Trump","Washington","11358","7839"
"Hamblen","47063","TN","1.0","20579","Donald Trump","Tennessee","15839","4075"
"Shelby","21211","KY","1.0","20573","Donald Trump","Kentucky","13196","6276"
"Tioga","36107","NY","1.0","20556","Donald Trump","New York","12528","6852"
"Coffee","1031","AL","1.0","20513","Donald Trump","Alabama","15825","4194"
"Isle of Wight","51093","VA","1.0","20481","Donald Trump","Virginia","11971","7673"
"Buffalo","31019","NE","1.0","20477","Donald Trump","Nebraska","14424","4690"
"Riley","20161","KS","1.0","20475","Donald Trump","Kansas","9817","8892"
"Preble","39135","OH","1.0","20475","Donald Trump","Ohio","15376","4323"
"Boyd","21019","KY","1.0","20454","Donald Trump","Kentucky","13591","6021"
"Hopkins","21107","KY","1.0","20341","Donald Trump","Kentucky","15277","4310"
"Shenandoah","51171","VA","1.0","20335","Donald Trump","Virginia","14078","5269"
"Chaves","35005","NM","1.0","20261","Donald Trump","New Mexico","12869","5530"
"Summit","49043","UT","1.0","20133","Hillary Clinton","Utah","7160","10251"
"Jefferson","53031","WA","0.9167000000000001","20100","Hillary Clinton","Washington","5986","12556"
"Henry","18065","IN","1.0","20075","Donald Trump","Indiana","13895","5124"
"Marinette","55075","WI","1.0","19979","Donald Trump","Wisconsin","12995","6243"
"Kendall","48259","TX","1.0","19936","Donald Trump","Texas","15663","3633"
"Oconto","55083","WI","1.0","19924","Donald Trump","Wisconsin","13255","5886"
"Dubois","18037","IN","1.0","19917","Donald Trump","Indiana","13365","5389"
"Benton","27009","MN","1.0","19911","Donald Trump","Minnesota","12872","5640"
"Coffee","47031","TN","1.0","19895","Donald Trump","Tennessee","14409","4741"
"Hillsdale","26059","MI","1.0","19880","Donald Trump","Michigan","14094","4799"
"Siskiyou","6093","CA","1.0","19836","Donald Trump","California","11212","7106"
"Otero","35035","NM","1.0","19791","Donald Trump","New Mexico","11756","6033"
"Vance","37181","NC","1.0","19762","Hillary Clinton","North Carolina","7304","12168"
"Baxter","5005","AR","1.0","19730","Donald Trump","Arkansas","14655","4163"
"Walla Walla","53071","WA","0.8125","19718","Donald Trump","Washington","10775","7550"
"Henderson","21101","KY","1.0","19705","Donald Trump","Kentucky","12159","6707"
"Shawano","55115","WI","1.0","19697","Donald Trump","Wisconsin","12742","6056"
"Walker","48471","TX","1.0","19683","Donald Trump","Texas","12878","6085"
"Lafayette","28071","MS","1.0","19642","Donald Trump","Mississippi","10872","7968"
"Eddy","35015","NM","1.0","19602","Donald Trump","New Mexico","13124","5008"
"Nye","32023","NV","1.0","19592","Donald Trump","Nevada","13320","5095"
"Fulton","36035","NY","1.0","19563","Donald Trump","New York","12759","5805"
"McDowell","37111","NC","1.0","19557","Donald Trump","North Carolina","14517","4645"
"Monroe","55081","WI","1.0","19554","Donald Trump","Wisconsin","11442","7047"
"Stephenson","17177","IL","1.0","19525","Donald Trump","Illinois","10845","7531"
"Gloucester","51073","VA","1.0","19524","Donald Trump","Virginia","13087","5399"
"Huntingdon","42061","PA","1.0","19496","Donald Trump","Pennsylvania","14369","4487"
"Gibson","47053","TN","1.0","19484","Donald Trump","Tennessee","13779","5255"
"Laurens","13175","GA","1.0","19448","Donald Trump","Georgia","12401","6737"
"Woodford","17203","IL","1.0","19389","Donald Trump","Illinois","13180","5068"
"Franklin","50011","VT","1.0","19373","Hillary Clinton","Vermont","8752","9351"
"Levy","12075","FL","1.0","19367","Donald Trump","Florida","13758","5091"
"Fayette","47047","TN","1.0","19306","Donald Trump","Tennessee","13046","5865"
"Person","37145","NC","1.0","19303","Donald Trump","North Carolina","11116","7772"
"Wilson","48493","TX","1.0","19255","Donald Trump","Texas","13991","4790"
"Sanilac","26151","MI","1.0","19243","Donald Trump","Michigan","13446","4873"
