"year","name","primarykey","rank","citizenship","countrycode","networthusbillion","selfmade","typeofwealth","gender","age","industry","IndustryAggregates","region","north","politicalconnection","founder","generationofinheritance","sector","company","companytype","relationshiptocompany","foundingdate","gdpcurrentus","sourceofwealth","notes","notes2","source","source_2","source_3","source_4","window","column1"
"1996","Doris Fisher","doris fisher","341","United States","USA","1.2","self-made","founder non-finance","female","65","Consumer","Traded Sectors","North America","1","","1","0","clothing ","The Gap","new","founder","1969","8100200000000","","","","http://www.nytimes.com/2009/09/29/business/29fisher.html","","","","donald trump","false"
"1996","Dorrance Hill Hamilton","dorrance hill hamilton","318","United States","USA","1.3","inherited","inherited","female","0","Consumer","Traded Sectors","North America","1","","0","Third generation","soup","Campbell Soup","aquired","relation","1869","8100200000000","","3rd generation","","http://en.wikipedia.org/wiki/Dorrance_Hill_Hamilton","A call to leadership The Philadelphia Daily News August 25, 2013 Sunday","","","doris fisher","false"
"2014","Douglas Perkins","douglas perkins","1540","United States","USA","1.1","self-made","founder non-finance","male","","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","eyeglasses","Specsavers","new","founder","1984","","","","","http://en.wikipedia.org/wiki/Mary_Perkins","http://www.express.co.uk/life-style/life/449469/The-modest-lifestyle-of-Specsavers-founder-Dame-Mary-Perkins","","","dorrance hill hamilton","false"
"2014","Drayton McLane, Jr.","drayton mclane jr","869","United States","USA","2","inherited","inherited","male","77","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","0","groceries","McLane Company","new","relation","1894","","Wal-Mart, logistics","He was largely responsible for expanding the family business from a three million dollar a year operation into a 19 billion dollar enterprise","3rd generation","http://en.wikipedia.org/wiki/Drayton_McLane,_Jr.","http://www.forbes.com/profile/drayton-mclane-jr/","","","douglas perkins","false"
"2014","Drew Houston","drew houston","1372","United States","USA","1.2","self-made","founder non-finance","male","30","Technology-Computer","New Sectors","North America","1","","1","0","internet company","Dropbox","new","founder","2007","","Dropbox","","","http://en.wikipedia.org/wiki/Drew_Houston","http://en.wikipedia.org/wiki/Dropbox_(service)","http://www.forbes.com/profile/drew-houston/","","drayton mclane jr","false"
"2014","Dustin Moskovitz","dustin moskovitz","202","United States","USA","6.8","self-made","founder non-finance","male","29","Technology-Computer","New Sectors","North America","1","","1","0","internet","Facebook","new","founder","2004","","Facebook","","","http://en.wikipedia.org/wiki/Dustin_Moskovitz","http://www.forbes.com/profile/dustin-moskovitz/","https://www.facebook.com/facebook/info?tab=page_info","","drew houston","false"
"2001","Edgar Bronfman","edgar bronfman","130","United States","USA","3.3","inherited","inherited","male","72","Consumer","Traded Sectors","North America","1","","0","inherited from father","liquor","Seagrams","new","relation","1857","10621800000000","","inherited from father","","http://en.wikipedia.org/wiki/Edgar_Bronfman,_Sr.","Edgar Bronfman; Obituaries Chairman of Seagram who turned his family's prohibition era drinks company into a corporate titan The Daily Telegraph (London) December 23, 2013 Monday","","","dustin moskovitz","false"
"2014","Edmund Ansin","edmund ansin","1210","United States","USA","1.4","self-made","executive","male","77","Media","Non-Traded Sectors","North America","1","","0","0","media","Sunbeam Television","new","chairman","1962","","television","","","http://en.wikipedia.org/wiki/Sunbeam_Television","TV EXECUTIVE WEATHERS CONTROVERSY IN BOSTON The Miami Herald June 5, 2001 Tuesday FINAL EDITION","","","edgar bronfman","false"
"2001","Edmund Wattis Littlefield","edmund wattis littlefield","222","United States","USA","2.1","inherited","inherited","male","","Mining and metals","Resource Related","North America","1","","0","Third generation","construction","Utah Contstruction Company","new","relation","1900","10621800000000","","3rd generation","","http://en.wikipedia.org/wiki/Edmund_Wattis_Littlefield","Cat fight over Barker St. Petersburg Times (Florida) October 5, 2006 Thursday","","","edmund ansin","false"
"2014","Edward Bass","edward bass","828","United States","USA","2.1","inherited","inherited","male","69","Energy","Resource Related","North America","1","","0","inherited from father","oil","Sid Richardson Gasoline Co","new","relation","1919","","oil, investments","inherited from uncle/father","","http://en.wikipedia.org/wiki/Robert_Bass","http://en.wikipedia.org/wiki/Sid_W._Richardson","http://www.dmagazine.com/publications/d-magazine/1995/november/power-who-runs-fort-worth","","edmund wattis littlefield","false"
"2014","Edward DeBartolo, Jr.","edward debartolo jr","609","United States","USA","2.8","inherited","inherited","male","67","Real Estate","Financial","North America","1","","0","inherited from father","real estate"," Edward J. DeBartolo Corporation","new","relation","1944","","shopping centers","lost control of 49ers due to corruption charges","inherited from father","http://en.wikipedia.org/wiki/Edward_J._DeBartolo,_Sr.","http://en.wikipedia.org/wiki/Edward_J._DeBartolo,_Jr.","http://www.nytimes.com/1994/12/20/obituaries/edward-j-debartolo-developer-85-is-dead.html","","edward bass","false"
"2001","Edward Gaylord","edward gaylord","234","United States","USA","2","self-made","founder non-finance","male","","Media","Non-Traded Sectors","North America","1","","1","0","media","Gaylord Entertainment Company","new","founder","1975","10621800000000","","","","http://en.wikipedia.org/wiki/Edward_Gaylord","http://en.wikipedia.org/wiki/Gaylord_Entertainment_Company","Oklahoma Publishing Executive Edward Gaylord The Washington Post April 29, 2003 Tuesday","","edward debartolo jr","false"
"2001","Edward Johnson","edward johnson","79","United States","USA","4.6","inherited","inherited","male","70","Money Management","Financial","North America","1","","0","inherited from father","investment banking","Fidelity Investments","new","relation","1946","10621800000000","","inherited from father","","http://en.wikipedia.org/wiki/Edward_Johnson,_III","https://www.fidelity.com/about-fidelity/our-heritage","","","edward gaylord","false"
"2014","Edward Johnson, III.","edward johnson iii","132","United States","USA","9.3","inherited","inherited","male","83","Money Management","Financial","North America","1","","0","inherited from father","investment banking","Fidelity Investments","new","relation","1946","","money management","inherited from father","","http://en.wikipedia.org/wiki/Edward_Johnson,_III","https://www.fidelity.com/about-fidelity/our-heritage","","","edward johnson","false"
"2014","Edward Lampert","edward lampert","551","United States","USA","3","self-made","founder non-finance","male","51","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","investment banking","ESL Investment","new","founder","1988","","Sears","","","http://en.wikipedia.org/wiki/Edward_Lampert","http://www.forbes.com/profile/edward-lampert/?list=billionaires","Experts: New CEO, old Sears \ Takeover by Lampert does little to foster hope for retailer's future Chicago Tribune January 9, 2013 Wednesday","","edward johnson iii","false"
"2014","Edward Roski, Jr.","edward roski jr","466","United States","USA","3.4","inherited","inherited","male","75","Real Estate","Financial","North America","1","","0","inherited from father","real estate","Majestic Realty Co.","new","relation","1948","","real estate","inherited from father","","http://www.forbes.com/profile/edward-roski-jr/","http://www.majesticrealty.com/about-us","","","edward lampert","false"
"2014","Edward Stack","edward stack","1284","United States","USA","1.3","inherited","inherited","male","59","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","inherited from father","retail","Dick's Sporting Goods","new","relation","1948","","Dick's Sporting Goods","inherited two stores from father","","http://en.wikipedia.org/wiki/Edward_W._Stack","http://en.wikipedia.org/wiki/Dick%27s_Sporting_Goods","http://www.forbes.com/profile/edward-stack/","","edward roski jr","false"
"2014","Elaine Marshall","elaine marshall","147","United States","USA","8.8","inherited","inherited","female","71","Diversified financial","Financial","North America","1","","0","spouse or widow","  Oil refining","Koch industries","new","relation","1940","","diversified","widow","","http://www.forbes.com/profile/elaine-marshall/","","","","edward stack","false"
"2014","Elaine Wynn","elaine wynn","642","United States","USA","2.7","self-made","self-made finance","female","70","Real Estate","Financial","North America","1","","1","0","casinos","Wynn Resorts (formarly Mirage Resorts)","new","founder","1973","","casinos, hotels","","","http://www.forbes.com/profile/elaine-wynn/","A DREAM IN THE DESERT;LAS VEGAS -- KNOWN FOR SHOWGIRLS, GAMBLING AND BASKETBALL -- WANTS TO BE THE WEST'S NEXT GREAT CITY Los Angeles Times March 29, 1987, Sunday, Home Edition","","","elaine marshall","false"
"2014","Eli Broad","eli broad","196","United States","USA","6.9","self-made","self-made finance","male","80","Diversified financial","Financial","North America","1","","1","0","construction/insurance","Kaufman and Broad, SunAmerica","new/aquired","founder","1957","","investments","only person to found two fortune 500 companies in separate industires","","http://en.wikipedia.org/wiki/Eli_Broad","http://www.forbes.com/profile/eli-broad/","Wielding Iron Checkbook to Shape Cultural Los Angeles The New York Times February 8, 2010 Monday Correction Appended","","elaine wynn","false"
"2014","Elon Musk","elon musk","158","United States","USA","8.4","self-made","founder non-finance","male","42","Consumer","Traded Sectors","North America","1","","1","0","technology","Paypal, SpaceX, Tesla Motors","new","investor/founder","1999","","Tesla Motors","","","http://en.wikipedia.org/wiki/Elon_Musk","http://www.mercurynews.com/business/ci_25541448/timeline-elon-musk-accomplishments","","","eli broad","false"
"2014","Eric Lefkofsky","eric lefkofsky","988","United States","USA","1.8","self-made","founder non-finance","male","44","Technology-Computer","New Sectors","North America","1","","1","0","internet companies","Groupon","new","founder","2008","","Groupon","","","http://en.wikipedia.org/wiki/Eric_Lefkofsky","http://en.wikipedia.org/wiki/Groupon","http://politica.elpais.com/politica/2012/09/08/actualidad/1347134118_200217.html","","elon musk","false"
"2014","Eric Schmidt","eric schmidt","132","United States","USA","9.3","self-made","executive","male","58","Technology-Computer","New Sectors","North America","1","","0","0","technology","google","new","executive chairman","1998","","Google","","","http://en.wikipedia.org/wiki/Eric_Schmidt","http://www.forbes.com/profile/eric-schmidt/?list=billionaires","Google's Eric Schmidt talks about power and limits of Internet San Jose Mercury News (California) March 4, 2014 Tuesday","","eric lefkofsky","false"
"2014","Evan Williams","evan williams","446","United States","USA","3.5","self-made","founder non-finance","male","41","Technology-Computer","New Sectors","North America","1","","1","0","internet","Twitter","new","founder","2006","","Twitter","also founded first blogging site, Blogger, in 1999","","http://en.wikipedia.org/wiki/Evan_Williams_(entrepreneur)","http://en.wikipedia.org/wiki/Pyra_Labs","http://www.forbes.com/profile/evan-williams/","","eric schmidt","false"
"1996","Evelyn Danzig Haas","evelyn danzig haas","370","United States","USA","1.1","inherited","inherited","female","0","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","spouse or widow","jeans","Levi Strauss & co","new","relation","1853","8100200000000","","widow","","http://en.wikipedia.org/wiki/Walter_A._Haas,_Jr.","http://en.wikipedia.org/wiki/Levi_Strauss_%26_Co.","WALTER HAAS JR., A'S OWNER, LEVI'S EXEC, DIES OF PROSTATE CANCER San Jose Mercury News (California) September 21, 1995 Thursday SANTA CRUZ/MONTEREY EDITION","","evan williams","false"
"2014","Evgeny (Eugene) Shvidler","evgeny (eugene) shvidler","1465","United States","USA","1.1","self-made","privatized and resources","male","49","Energy","Resource Related","North America","1","","1","0","oil","Runicom S.A","new","founder","1990","","oil & gas, investments","best friend of Roman Abramovich","","http://en.wikipedia.org/wiki/Eugene_Shvidler","http://www.theguardian.com/lifeandstyle/2009/oct/11/french-wine-chateau-thenac","","","evelyn danzig haas","false"
"2014","Farris Wilks","farris wilks","1154","United States","USA","1.5","self-made","privatized and resources","male","62","Energy","Resource Related","North America","1","","1","0","natural gas","Frac Tech","new","founder","2002","","natural gas","","","http://www.forbes.com/profile/dan-wilks/","In national politics, big money drowning out everyone else; Billionaire Texan brothers highlight fast-growing power of super PACs The Boston Globe September 13, 2015 Sunday","","","evgeny (eugene) shvidler","false"
"2014","Fayez Sarofim","fayez sarofim","931","United States","USA","1.9","self-made","self-made finance","male","85","Money Management","Financial","North America","1","","0","0","money management","Fayez Sarofim & Co","new","relation","1958","","money management","inherited title from family, built fortune","","http://en.wikipedia.org/wiki/Fayez_Sarofim","http://www.forbes.com/profile/fayez-sarofim/","A Top Financier With a Passion for Brand Names The New York Times April 30, 1993, Friday, Late Edition - Final","","farris wilks","false"
"2014","Forrest Mars, Jr.","forrest mars jr","31","United States","USA","20","inherited","inherited","male","82","Consumer","Traded Sectors","North America","1","","0","Third generation","candy","Mars, Incorperated","new","relation","1911","","candy","3rd generation","","http://en.wikipedia.org/wiki/Forrest_Mars,_Jr.","http://www.forbes.com/lists/2010/10/billionaires-2010_Forrest-Mars-Jr_A8TH.html","http://www.forbes.com/profile/forrest-mars-jr/","","fayez sarofim","false"
"1996","Forrest Mars Sr","forrest mars sr","102","United States","USA","3","inherited","inherited","male","0","Consumer","Traded Sectors","North America","1","","0","inherited from father","candy","Mars, Incorperated","new","relation","1911","8100200000000","","inherited from father","","http://en.wikipedia.org/wiki/Forrest_Mars,_Sr.","http://en.wikipedia.org/wiki/Mars,_Incorporated","http://www.nytimes.com/1999/07/03/business/forrest-mars-95-creator-of-the-m-m-and-a-candy-empire.html","","forrest mars jr","false"
"1996","Frances Koshland Geballe","frances koshland geballe","332","United States","USA","1.2","inherited","inherited","female","0","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","0","jeans","Levi Strauss & co","new","relation","1853","8100200000000","","inhertited from father","","http://en.wikipedia.org/wiki/Daniel_E._Koshland,_Sr.","http://www.forbes.com/global/1999/1011/0220084a.html","","","forrest mars sr","false"
"2001","Frank Batten","frank batten","336","United States","USA","1.5","self-made","founder non-finance","male","74","Media","Non-Traded Sectors","North America","1","","1","0","media","The Weather Channel","new","founder","1982","10621800000000","","","","http://en.wikipedia.org/wiki/Frank_Batten","Frank Batten Sr., Media Executive and Founder of Weather Channel, Dies at 82 The New York Times September 11, 2009 Friday","","","frances koshland geballe","false"
"2014","Frank Fertitta, III.","frank fertitta iii","1284","United States","USA","1.3","self-made","self-made finance","male","52","Real Estate","Financial","North America","1","","0","0","entertainment","Station Casinos","new","ceo","1976","","casinos, Ultimate Fighting Championship","","","http://en.wikipedia.org/wiki/Frank_Fertitta_III","http://www.forbes.com/profile/frank-fertitta-iii/","http://www.reviewjournal.com/business/fertittas-will-cash-take-stake","","frank batten","false"
"2001","Frank Levinson","frank levinson","490","United States","USA","1","self-made","founder non-finance","male","","Technology-Computer","New Sectors","North America","1","","1","0","data storage","Finisar","new","founder","1988","10621800000000","","fortune tanked after the dotcom bubble","","http://www.forbes.com/static_html/msntest2/billionaires-vilar-stewart-biz-cz_dg_0608ragsbillies_msn_test_slide_8.html?partner=msntest2","10 FROM BAY AREA MAKE LIST OF TOP 60 SUPER RICH GIVE AWAY SOME OF THEIR MILLIONS San Jose Mercury News (California) January 26, 2001 Friday MORNING FINAL EDITION","","","frank fertitta iii","false"
"2001","Franklin Booth","franklin booth","363","United States","USA","1.4","self-made","self-made finance","male","78","Money Management","Financial","North America","1","","0","0"," Finance","Berkshire Hathaway","new","investor ","1962","10621800000000","","","","http://en.wikipedia.org/wiki/Franklin_Otis_Booth,_Jr.","http://www.forbes.com/global/1998/1012/0114028s1.html","","","frank levinson","false"
"2014","Fred Chang","fred chang","1565","United States","USA","1","self-made","founder non-finance","male","57","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","e-commerce","Newegg.com","new","founder","2001","","online retailing","","","http://en.wikipedia.org/wiki/Newegg","http://www.newegg.com/Info/FactSheet.aspx","http://www.forbes.com/sites/andreanavarro/2014/03/19/billionaire-immigrants-who-struck-it-rich-in-the-u-s/#2715e4857a0b23dab4abc119","","franklin booth","false"
"2014","Fred DeLuca","fred deluca","551","United States","USA","3","self-made","founder non-finance","male","66","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","restaurant","Subway","new","founder","1965","","Subway Restaurants","","","http://en.wikipedia.org/wiki/Fred_DeLuca","http://www.npr.org/sections/thetwo-way/2015/09/16/440744015/subway-sandwich-chain-co-founder-fred-deluca-dies-at-67","","","fred chang","false"
"1996","Fred Lennon","fred lennon","415","United States","USA","1","self-made","founder non-finance","male","0","Non-consumer industrial","Traded Sectors","North America","1","","1","0","manufacturing","Swagelok Company","new","founder","1947","8100200000000","","","","http://en.wikipedia.org/wiki/Fred_A._Lennon","http://en.wikipedia.org/wiki/Swagelok","Swagelok sees solid growth in products for liquids, gases Plain Dealer (Cleveland, OH) October 12, 2014 Sunday","","fred deluca","false"
"2001","Frederick Field","frederick field","421","United States","USA","1.2","inherited","inherited","male","48","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","Fifth generation or longer","retail","Marshall Field and Company","new","relation","1865","10621800000000","","5th generation","","http://en.wikipedia.org/wiki/Frederick_Field_(retailer)","http://en.wikipedia.org/wiki/Marshall_Field_and_Company","http://en.wikipedia.org/wiki/Marshall_Field_IV","","fred lennon","false"
"2014","Frederick Smith","frederick smith","506","United States","USA","3.2","self-made","founder non-finance","male","69","Retail, Restaurant","Non-Traded Sectors","North America","1","","1","0","shipping","FedEx","new","founder","1971","","FedEx","","","http://en.wikipedia.org/wiki/Frederick_W._Smith","http://www.forbes.com/profile/frederick-smith/","http://www.forbes.com/sites/abrambrown/2014/01/23/10-things-you-might-not-know-about-fedex-billionaire-fred-smith/#1e0603e92bbd","","frederick field","false"
"2014","Gabe Newell","gabe newell","1372","United States","USA","1.2","self-made","founder non-finance","male","51","Consumer","Traded Sectors","North America","1","","1","0","video games","Valve Corporation","new","founder","1996","","videogames","","","http://en.wikipedia.org/wiki/Gabe_Newell","http://www.forbes.com/profile/gabe-newell/","'Half-Life 2' gets Valve's full attentionBellevue company ready for new turn at successGame maker worked extra long on sequel The Seattle Times May 15, 2003, Thursday","","frederick smith","false"
"2014","Gary Burrell","gary burrell","1092","United States","USA","1.6","self-made","founder non-finance","male","76","Technology-Computer","New Sectors","North America","1","","1","0","GPS technology","Garmin","new","founder","1989","","navigation equipment","","","http://en.wikipedia.org/wiki/Garmin","http://www.garmin.com/en-US/company/leadership/min-kao/","The empty halls of Gateway;Company to cut 1,400 jobs in U.S., pare KC operation The Kansas City Star August 17, 2004 Tuesday 1 EDITION","","gabe newell","false"
"2014","Gary Magness","gary magness","988","United States","USA","1.8","inherited","inherited","male","60","Media","Non-Traded Sectors","North America","1","","0","inherited from father","cable","TCI","new","relation","1968","","cable, investments","inherited from father","","http://www.forbes.com/profile/gary-magness/","http://en.wikipedia.org/wiki/Tele-Communications_Inc.","","","gary burrell","false"
"2014","Gary Michelson","gary michelson","1154","United States","USA","1.5","self-made","executive","male","65","Technology-Medical","New Sectors","North America","1","","0","0","medical devices","Medtronic","new","inventor","1949","","medical patents","sold spine related patents to Medtronic","","http://en.wikipedia.org/wiki/Gary_K._Michelson","http://articles.latimes.com/2011/jun/05/business/la-fi-himi-michelson-20110605","http://www.medtronic.com/us-en/about-3/further-together.html?intcmp=mdt_plc_2015_US_about_3_story_panel_featured_1_FTBrand_launch_Oct2015_cta_text_link_learn_more","","gary magness","false"
"2001","Gary Winnick","gary winnick","234","United States","USA","2","self-made","self-made finance","male","","Money Management","Financial","North America","1","","1","0","fiber optic cables","Global Crossing limited","new","founder","1997","10621800000000","","","","http://en.wikipedia.org/wiki/Gary_Winnick","Global's troubles shouldn't surprise USA TODAY February 27, 2002, Wednesday,","","","gary michelson","false"
"2014","Gayle Cook","gayle cook","240","United States","USA","5.8","self-made","founder non-finance","female","80","Technology-Medical","New Sectors","North America","1","","1","0","medical technology","Cook Group","new","founder","1963","","medical devices","","","http://www.forbes.com/profile/gayle-cook/","http://www.bloomberg.com/news/articles/2014-06-18/cook-couple-passed-6-billion-fortune-to-son-to-avoid-tax","","","gary winnick","false"
"2014","George Argyros","george argyros","731","United States","USA","2.4","self-made","self-made finance","male","77","Real Estate","Financial","North America","1","","0","0","real estate"," Arnel & Affiliates","new","investor","1969","","real estate, investments","","","http://en.wikipedia.org/wiki/George_Argyros","http://www.arnel.com/","http://www.forbes.com/profile/george-argyros/","","gayle cook","false"
"2014","George Bishop","george bishop","446","United States","USA","3.5","self-made","privatized and resources","male","77","Energy","Resource Related","North America","1","","1","0","oil and gas","GeoSouthern","new","founder","1981","","oil & gas","","","http://www.forbes.com/profile/george-bishop/","http://fuelfix.com/blog/2014/09/29/houston-oil-billionaires-gain-ground-in-forbes-richest-americans-list/#23866103=0&27116101=0","","","george argyros","false"
"2014","George Joseph","george joseph","1284","United States","USA","1.3","self-made","self-made finance","male","92","Money Management","Financial","North America","1","","1","0","insurance","Mercury General","new","founder","1961","","insurance","","","http://www.forbes.com/profile/george-joseph/","http://www.forbes.com/sites/lauriebennett/2012/02/10/billionaire-george-joseph-pushes-california-ballot-prop-again/#561c643b361d","","","george bishop","false"
"2014","George Kaiser","george kaiser","122","United States","USA","10","inherited","inherited","male","71","Energy","Resource Related","North America","1","","0","inherited from father","oil","Kaiser-Francis Oil Company","new","relation","1940","","oil & gas, banking","inherited from uncle","","http://www.bloomberg.com/news/2011-09-26/oil-billionaire-s-charity-backing-obama-sought-solyndra-in-tulsa.html","","","","george joseph","false"
"2014","George Lindemann","george lindemann","506","United States","USA","3.2","self-made","self-made finance","male","77","Diversified financial","Financial","North America","1","","0","0","media, pipelines","Vision Cable, Metro Mobile, Southern Union","new","Chairman and Chief Executive Officer","1972","","investments","","","http://en.wikipedia.org/wiki/George_Lindemann","http://www.forbes.com/profile/george-lindemann/","http://dealbook.nytimes.com/2011/06/28/natural-gas-bidding-war-puts-spotlight-on-a-billionaire/","","george kaiser","false"
"2014","George Lucas","george lucas","295","United States","USA","4.9","self-made","founder non-finance","male","69","Media","Non-Traded Sectors","North America","1","","1","0","Star Wars","Lucasfilm","new","founder","1971","","Star Wars","","","http://en.wikipedia.org/wiki/George_Lucas","http://www.forbes.com/profile/george-lucas/?list=forbes-400","","","george lindemann","false"
"2001","George Mitchell","george mitchell","312","United States","USA","1.6","self-made","privatized and resources","male","81","Energy","Resource Related","North America","1","","1","0","shale","Mitchell Energy and Development Co","new","founder","1946","10621800000000","","","","http://www.bloomberg.com/news/articles/2013-07-26/george-mitchell-billionaire-behind-u-s-shale-boom-dies-at-94","http://www.bloomberg.com/news/articles/2013-07-26/george-mitchell-billionaire-behind-u-s-shale-boom-dies-at-94","","","george lucas","false"
"2001","George Roberts","george roberts","336","United States","USA","1.5","self-made","self-made finance","male","56","Private equity/leveraged buyout","Financial","North America","1","","1","0","leveraged buyouts","Kohlberg Kravis Roberts","new","founder","1969","10621800000000","","(made money by speculating against pound during black Wednesday in 1992 and during 1997 Asian Financial crisis)","","http://en.wikipedia.org/wiki/George_R._Roberts","http://www.forbes.com/profile/george-roberts/","http://www.bloomberg.com/news/articles/2014-02-24/kkr-s-kravis-roberts-get-327-million-in-2013-on-company-exits","","george mitchell","false"
"1996","George Soros","george soros","144","United States","USA","2.5","self-made","self-made finance","male","65","Hedge funds","Financial","North America","1","","1","0","hedge funds","Soros Fund Management","new","founder","1969","8100200000000","","","","http://en.wikipedia.org/wiki/George_Soros","http://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1501285","","","george roberts","false"
"2014","Gerald J. Ford","gerald j ford","828","United States","USA","2.1","self-made","self-made finance","male","69","Money Management","Financial","North America","1","","0","0","insurance","Golden State Bancorp","new","Chairman","1926","","banking","","","http://en.wikipedia.org/wiki/Gerald_J._Ford","http://en.wikipedia.org/wiki/California_Federal_Bank","http://www.forbes.com/profile/gerald-ford/","","george soros","false"
"2014","Glen Taylor","glen taylor","988","United States","USA","1.8","self-made","founder non-finance","male","72","Media","Non-Traded Sectors","North America","1","","1","0","printing and electronics","Taylor Corporation","aquired","founder","1975","","printing","","","http://en.wikipedia.org/wiki/Glen_Taylor","http://www.taylorcorp.com/home/general/about/leadership.aspx","http://www.taylorcorp.com/home/general/about/facts-stats.aspx?lang=en","","gerald j ford","false"
"2014","Glenn Dubin","glenn dubin","988","United States","USA","1.8","self-made","self-made finance","male","56","Hedge funds","Financial","North America","1","","1","0","hedge funds","Highbridge Capital Management","new","founder","1992","","hedge funds","","","http://en.wikipedia.org/wiki/Glenn_Dubin","http://www.forbes.com/profile/glenn-dubin/","Departures The New York Times March 18, 2014 Tuesday","","glen taylor","false"
"1996","Gordon Getty","gordon getty","237","United States","USA","1.7","inherited","inherited","male","45","Energy","Resource Related","North America","1","","0","inherited from father","oil","Getty ","new","relation","1904","8100200000000","","inherited from father","","http://en.wikipedia.org/wiki/Getty_family","http://en.wikipedia.org/wiki/Gordon_Getty","http://www.forbes.com/profile/gordon-getty/","","glenn dubin","false"
"1996","Gordon Moore","gordon moore","64","United States","USA","3.7","self-made","founder non-finance","male","67","Technology-Computer","New Sectors","North America","1","","1","0","technology","Intel ","new","founder","1968","8100200000000","","","","http://en.wikipedia.org/wiki/Gordon_Moore","http://www.forbes.com/profile/gordon-moore/","Silicon Valley marks 50 years of Moore's Law San Jose Mercury News (California) April 17, 2015 Friday","","gordon getty","false"
"2014","Gwendolyn Sontheim Meyer","gwendolyn sontheim meyer","305","United States","USA","4.8","inherited","inherited","female","52","Money Management","Financial","North America","1","","0","Third generation","food processing/commodities","Cargill","new","relation","1865","","Cargill Inc.","3rd generation","","http://en.wikipedia.org/wiki/Cargill","http://www.cargill.com/150/en/timeline/index.jsp","","","gordon moore","false"
"2014","H. Fisk Johnson","h fisk johnson","551","United States","USA","3","inherited","inherited","male","55","Consumer","Traded Sectors","North America","1","","0","Fifth generation or longer","cleaning supplies","S. C. Johnson & Son","new","relation","1886","","cleaning products","5th generation","","http://en.wikipedia.org/wiki/Herbert_Fisk_Johnson_III","http://en.wikipedia.org/wiki/S._C._Johnson_%26_Son","http://www.forbes.com/profile/h-fisk-johnson/","","gwendolyn sontheim meyer","false"
"2014","H. Ross Perot, Jr.","h ross perot jr","988","United States","USA","1.8","inherited","inherited","male","55","Technology-Computer","New Sectors","North America","1","","0","inherited from father","data processing","Electronic Data Systems","new","relation","1962","","computer services, real estate","CEO of Perot Systems (founded in 1988 by Ross Perot Sr)","","http://en.wikipedia.org/wiki/H._Ross_Perot,_Jr.","http://www.forbes.com/lists/2010/10/billionaires-2010_Henry-Ross-Perot-Jr_20CZ.html","","","h fisk johnson","false"
"2014","H. Ross Perot, Sr.","h ross perot sr","446","United States","USA","3.5","self-made","founder non-finance","male","83","Technology-Computer","New Sectors","North America","1","","1","0","data processing","Electronic Data Systems","new","founder","1962","","computer services, real estate","","","http://en.wikipedia.org/wiki/Ross_Perot","http://www.cnn.com/2013/06/10/us/ross-perot-fast-facts/","","","h ross perot jr","false"
"1996","H Wayne Huizenga","h wayne huizenga","291","United States","USA","1.4","self-made","self-made finance","male","58","0","Financial","North America","1","","1","0","waste management","Waste Management","new","founder","1968","8100200000000","","Also aquired blockbuster in 1987","","http://en.wikipedia.org/wiki/Wayne_Huizenga","HUIZENGA PATRIARCH, 'UNCLE HARRY,' DIES The Miami Herald September 1, 2001 Saturday BROWARD EDITION","","","h ross perot sr","false"
"2014","Haim Saban","haim saban","466","United States","USA","3.4","self-made","founder non-finance","male","69","Media","Non-Traded Sectors","North America","1","","1","0","media","Saban Entertainment","new","founder","1988","","television","","","http://en.wikipedia.org/wiki/Haim_Saban","http://www.nytimes.com/2004/09/05/business/yourmoney/schlepping-to-moguldom.html","","","h wayne huizenga","false"
"2014","Hamilton James","hamilton james","1092","United States","USA","1.6","self-made","self-made finance","male","62","Money Management","Financial","North America","1","","0","0","hedge funds","Blackstone Group","new","president","1985","","Blackstone Group","","","http://en.wikipedia.org/wiki/Hamilton_E._James","http://www.forbes.com/profile/hamilton-james/","https://www.blackstone.com/the-firm/overview/history","","haim saban","false"
"2014","Hank & Doug Meijer","hank & doug meijer","153","United States","USA","8.5","inherited","inherited","male","","Retail, Restaurant","Non-Traded Sectors","North America","1","","0","Third generation","groceries","Meijer","new","relation","1934","","supermarkets","3rd generation","","http://en.wikipedia.org/wiki/Meijer","http://www.forbes.com/profile/hank-doug-meijer/","","","hamilton james","false"
"2014","Harold Hamm","harold hamm","68","United States","USA","14.6","self-made","privatized and resources","male","68","Energy","Resource Related","North America","1","","1","0","oil","Continental Resources","new","founder","1967","","oil & gas","","","http://en.wikipedia.org/wiki/Harold_Hamm","http://www.forbes.com/profile/harold-hamm/?list=rtb","The $1 billion divorce: Why oilman's ex-wife got so little Chicago Tribune November 17, 2014 Monday","","hank & doug meijer","false"
