"year","name","primarykey","rank","citizenship","countrycode","networthusbillion","selfmade","typeofwealth","gender","age","industry","IndustryAggregates","region","north","politicalconnection","founder","generationofinheritance","sector","company","companytype","relationshiptocompany","foundingdate","gdpcurrentus","sourceofwealth","notes","notes2","source","source_2","source_3","source_4","window","column1"
"2014","Seth Klarman","seth klarman","1356","United States","USA","1.3","self-made","self-made finance","male","56","Diversified financial","Financial","North America","1","","1","0","investment mangagment","Baupost Group","new","founder","1982","","investments","","","http://en.wikipedia.org/wiki/Seth_Klarman","http://www.businessinsider.com/seth-klarman-on-what-makes-a-great-investor-2016-1","","","sergey brin","false"
"2014","Shahid Khan","shahid khan","367","United States","USA","4.1","self-made","executive","male","63","Consumer","Traded Sectors","North America","1","","0","0","auto parts","Flex-N-Gate","aquired","owner","1956","","auto parts","","","http://en.wikipedia.org/wiki/Shahid_Khan","http://www.flex-n-gate.com/co/co.html","Khan quest \ From Pakistan to U. of I. to Jaguars owner, he's living the American dream Chicago Tribune October 7, 2012 Sunday","","seth klarman","false"
"2014","Sheldon Adelson","sheldon adelson","8","United States","USA","38","self-made","self-made finance","male","80","Real Estate","Financial","North America","1","","1","0"," casinos","Las Vegas Sands"," acquired","founder","1952","","casinos","","","http://www.forbes.com/profile/sheldon-adelson/","http://lasvegassun.com/news/1996/nov/26/rat-pack-made-sands-the-place/?framing=history","","","shahid khan","false"
"2014","Sheldon Solow","sheldon solow","430","United States","USA","3.6","self-made","self-made finance","male","85","Real Estate","Financial","North America","1","","1","0","real estate","Solow Building Company","aquired","founder","1974","","real estate","","","http://en.wikipedia.org/wiki/Solow_Building","http://cityroom.blogs.nytimes.com/2010/06/04/back-at-work-and-as-contentious-as-ever/","","","sheldon adelson","false"
"2014","Sheryl Sandberg","sheryl sandberg","1540","United States","USA","1.1","self-made","executive","female","44","Technology-Computer","New Sectors","North America","1","","0","0","internet company","Facebook","new","COO","2004","","Facebook","","","http://en.wikipedia.org/wiki/Sheryl_Sandberg","http://www.newyorker.com/magazine/2011/07/11/a-womans-place-ken-auletta","","","sheldon solow","false"
"2001","Sid Bass","sid bass","104","United States","USA","3.8","inherited","inherited","male","58","Energy","Resource Related","North America","1","","0","inherited from father","oil","Sid Richardson Gasoline Co","new","relation","1919","10621800000000","","inherited from uncle/father","","http://en.wikipedia.org/wiki/Robert_Bass","http://www.dmagazine.com/publications/d-magazine/1995/november/power-who-runs-fort-worth","","","sheryl sandberg","false"
"2001","Sidney Kimmel","sidney kimmel","452","United States","USA","1.1","self-made","founder non-finance","male","73","Consumer","Traded Sectors","North America","1","","1","0","apparel","Jones Apparel Group","new","founder","1970","10621800000000","","","","http://en.wikipedia.org/wiki/Sidney_Kimmel","http://www.nytimes.com/2007/12/12/movies/12kimm.html","","","sid bass","false"
"2014","Stanley Druckenmiller","stanley druckenmiller","520","United States","USA","3.1","self-made","self-made finance","male","60","Hedge funds","Financial","North America","1","","1","0","hedge funds","Duquesne Capital","new","founder","1981","","hedge funds","","","http://en.wikipedia.org/wiki/Stanley_Druckenmiller","HOT DOGS TO WALL STREET; STEELERS' SUITOR STANLEY DRUCKENMILLER HAS ALWAYS BEEN GOOD AT MAKING MONEY Pittsburgh Post-Gazette (Pennsylvania) August 17, 2008 Sunday","","","sidney kimmel","false"
"2014","Stanley Hubbard","stanley hubbard","764","United States","USA","2.3","self-made","executive","male","80","Media","Non-Traded Sectors","North America","1","","0","0","media","Hubbard Broadcasting Inc","new","owner","1925","","DirecTV","","","http://en.wikipedia.org/wiki/Hubbard_Broadcasting","http://www.1500espn.com/station-history/","http://www.forbes.com/profile/stanley-hubbard/","","stanley druckenmiller","false"
"2014","Stanley Kroenke","stanley kroenke","253","United States","USA","5.6","self-made","founder non-finance","male","66","Other","0","North America","1","","1","0","real estate/sports teams","Kroenke Sports Enterprises","new","founder","1991","","sports, real estate","marriage to  Ann Walton Kroenke of Walmart fortune, allowed him to develop plazas surrounding Walmarts","","http://en.wikipedia.org/wiki/Stan_Kroenke","https://www.washingtonpost.com/news/early-lead/wp/2016/01/14/who-is-rams-owner-stan-kroenke-besides-the-most-hated-man-in-st-louis/","","","stanley hubbard","false"
"2001","Stephen Bechtel","stephen bechtel","151","United States","USA","3","inherited","inherited","male","75","Constrution","Non-Traded Sectors","North America","1","","0","Fourth generation","construction","Bechtel Corporation","new","relation","1898","10621800000000","","4th generation","","http://en.wikipedia.org/wiki/Riley_P._Bechtel","http://en.wikipedia.org/wiki/Bechtel_Corporation","Sales and Bookings Climb As Bechtel Bounces Back Construction giant predicts continued growth The San Francisco Chronicle APRIL 4, 1990, WEDNESDAY, FINAL EDITION","","stanley kroenke","false"
"2014","Stephen Bechtel, Jr.","stephen bechtel jr","388","United States","USA","3.9","inherited","inherited","male","88","Constrution","Non-Traded Sectors","North America","1","","0","Fourth generation","construction","Bechtel Corporation","new","relation","1898","","engineering, construction","4th generation","","http://en.wikipedia.org/wiki/Riley_P._Bechtel","http://en.wikipedia.org/wiki/Bechtel_Corporation","Sales and Bookings Climb As Bechtel Bounces Back Construction giant predicts continued growth The San Francisco Chronicle APRIL 4, 1990, WEDNESDAY, FINAL EDITION","","stephen bechtel","false"
"2014","Stephen Bisciotti","stephen bisciotti","796","United States","USA","2.2","self-made","founder non-finance","male","53","Other","0","North America","1","","1","0","staffing company","Allegis Group","new","founder","1983","","outsourcing, football","","","http://en.wikipedia.org/wiki/Steve_Bisciotti","Executive Life; N.F.L. Ownership, on the Installment Plan The New York Times December 28, 2003 Sunday","","","stephen bechtel jr","false"
"2001","Stephen Case","stephen case","363","United States","USA","1.4","self-made","executive","male","49","Technology-Computer","New Sectors","North America","1","","0","0","internet company","AOL","new","Chairman and Chief Executive Officer","1985","10621800000000","","","","http://www.bloomberg.com/bw/articles/2013-08-22/steve-cases-second-life-as-d-dot-c-dot-s-favorite-businessman","","","","stephen bisciotti","false"
"2014","Stephen Mandel, Jr.","stephen mandel jr","828","United States","USA","2.1","self-made","self-made finance","male","57","Hedge funds","Financial","North America","1","","1","0","hedge funds","Lone Pine Capital","new","founder","1997","","hedge funds","","","http://en.wikipedia.org/wiki/Stephen_Mandel_(hedge_fund_manager)","The Offspring of the Tiger The New York Times July 31, 2012 Tuesday","","","stephen case","false"
"2014","Stephen Ross","stephen ross","263","United States","USA","5.4","self-made","self-made finance","male","73","Real Estate","Financial","North America","1","","1","0","real estate","The Related Companies","new","founder","1972","","real estate","","","http://en.wikipedia.org/wiki/Stephen_M._Ross","http://www.ft.com/intl/cms/s/0/e299dc7a-1a85-11e5-8201-cbdb03d71480.html#axzz40MSyrktK","","","stephen mandel jr","false"
"2014","Stephen Schwarzman","stephen schwarzman","122","United States","USA","10","self-made","self-made finance","male","67","Private equity/leveraged buyout","Financial","North America","1","","1","0","private equity","Blackstone Group","new","founder","1985","","private equity","","","http://en.wikipedia.org/wiki/Stephen_A._Schwarzman","https://www.blackstone.com/the-firm/overview/history","http://www.nytimes.com/2015/09/06/business/dealbook/stephen-schwarzman-of-blackstone-feels-the-agony-of-victory.html","","stephen ross","false"
"2014","Steve Ballmer","steve ballmer","36","United States","USA","19.3","self-made","executive","male","57","Technology-Computer","New Sectors","North America","1","","0","0","technology","Microsoft","new","CEO","1975","","Microsoft","","","http://en.wikipedia.org/wiki/Steve_Ballmer","http://www.bloomberg.com/news/articles/2015-12-02/microsoft-should-disclose-cloud-revenue-margins-ballmer-says","","","stephen schwarzman","false"
"2014","Steve Case","steve case","1372","United States","USA","1.2","self-made","executive","male","55","Technology-Computer","New Sectors","North America","1","","0","0","internet company","AOL","new","Chairman and Chief Executive Officer","1985","","AOL","","","http://en.wikipedia.org/wiki/Steve_Case","http://www.bloomberg.com/bw/articles/2013-08-22/steve-cases-second-life-as-d-dot-c-dot-s-favorite-businessman","","","steve ballmer","false"
"2014","Steve Cohen","steve cohen","106","United States","USA","11","self-made","self-made finance","male","58","Hedge funds","Financial","North America","1","","1","0","hedge funds","SAC Capital Advisors","new","founder","1992","","hedge funds","","","http://en.wikipedia.org/wiki/Steven_A._Cohen","http://www.nytimes.com/2016/01/20/business/dealbook/morgan-stanley-backs-billionaire-steven-cohen-with-loan-secured-by-art.html","","","steve case","false"
"2014","Steve Wynn","steve wynn","396","United States","USA","3.8","self-made","self-made finance","male","72","Real Estate","Financial","North America","1","","1","0","casinos","Wynn Resorts (formarly Mirage Resorts)","new","founder","1973","","casinos, hotels","","","http://en.wikipedia.org/wiki/Steve_Wynn","http://en.wikipedia.org/wiki/Mirage_Resorts","A High-Stakes Gamble; Steve Wynn is about to return to the Las Vegas Strip with a top-end $2.7-billion resort. Los Angeles Times January 30, 2005 Sunday","","steve cohen","false"
"2001","Steven Ballmer","steven ballmer","13","United States","USA","16.6","self-made","executive","male","44","Technology-Computer","New Sectors","North America","1","","0","0","technology","Microsoft","new","CEO","1975","10621800000000","","","","http://www.bloomberg.com/news/articles/2015-12-02/microsoft-should-disclose-cloud-revenue-margins-ballmer-says","","","","steve wynn","false"
"2001","Steven Jobs","steven jobs","387","United States","USA","1.3","self-made","founder non-finance","male","46","Technology-Computer","New Sectors","North America","1","","1","0","technology","Apple","new","founder","1976","10621800000000","","","","http://www.nytimes.com/2011/10/06/business/steve-jobs-of-apple-dies-at-56.html","","","","steven ballmer","false"
"2014","Steven Rales","steven rales","430","United States","USA","3.6","self-made","founder non-finance","male","62","Non-consumer industrial","Traded Sectors","North America","1","","1","0","venture capitalist","Danaher","new","founder","1979","","manufacturing","","","http://en.wikipedia.org/wiki/Steven_M._Rales","The Rales Brothers Play for Big Stakes;Little-Known Area Family Builds an Industrial Empire The Washington Post August 23, 1988, Tuesday, Final EditionCorrection Appended","","","steven jobs","false"
"1996","Steven Spielberg","steven spielberg","422","United States","USA","1","self-made","founder non-finance","male","49","Media","Non-Traded Sectors","North America","1","","1","0","movies","DreamWorks","new","founder","1994","8100200000000","","","","http://en.wikipedia.org/wiki/Steven_Spielberg","","","","steven rales","false"
"2001","Steven Udvar-Hazy","steven udvar-hazy","167","United States","USA","2.8","self-made","founder non-finance","male","55","Other","0","North America","1","","1","0","aircraft leasing","International Lease Finance Corporation","new","founder","1973","10621800000000","","current CEO of Air Least Corp","","http://en.wikipedia.org/wiki/Steven_F._Udvar-H%C3%A1zy","http://www.bloomberg.com/news/articles/2012-10-04/jet-lease-billionaire-udvar-hazy-takes-on-aig-hand-that-fed-him","","","steven spielberg","false"
"2014","Stewart Horejsi","stewart horejsi","1465","United States","USA","1.1","self-made","executive","male","76","Consumer","Traded Sectors","North America","1","","0","0","finance ","Berkshire Hathaway","new","investor","1962","","Berkshire Hathaway","","","http://www.forbes.com/profile/stewart-horejsi/","http://www.bloomberg.com/bw/articles/2013-09-19/berkshire-shares-turned-a-buy-and-hold-buffett-fan-into-a-billionaire","","","steven udvar-hazy","false"
"2014","Stewart Rahr","stewart rahr","973","United States","USA","1.9","self-made","executive","male","68","Technology-Medical","New Sectors","North America","1","","0","0","pharmaceuticals","Kinray Inc","new","relation","1944","","drug distribution","inherited retail pharmacy store from father","","http://en.wikipedia.org/wiki/Stewart_Rahr","https://kinray.com/ourhistory.html","The World Through Neon Yellow Glasses The New York Times June 8, 2014 Sunday","","stewart horejsi","false"
"2014","Stewart Resnick","stewart resnick","1036","United States","USA","1.8","self-made","executive","male","","Consumer","Traded Sectors","North America","1","","0","0","agriculture","Teleflora, Pistachios, POM, Fij","aquired","owner","1934","","","Purchased in 1979","","http://en.wikipedia.org/wiki/Lynda_Resnick","http://www.forbes.com/profile/stewart-and-lynda-resnick/","http://www.teleflora.com/info/about","","stewart rahr","false"
